,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
19911227,54.81,120.03,120.05,2150.6,3411.98,5052.58
19911230,55.32,121.23,121.79,2164.23,3424.96,5082.08
19911231,56.58,123.61,124.26,2217.16,3495.05,5180.39
19920102,57.24,124.81,125.8,2238.53,3524.77,5196.65
19920103,57.47,124.67,125.22,2227.18,3521.78,5195.93
19920106,58.31,125.69,126.81,2242.73,3539.19,5216.59
19920107,59.15,126.72,128.18,2249.47,3531.3,5203
19920108,59.73,127.28,128.92,2247.53,3527.03,5204.07
19920109,60.63,128.4,130.42,2250.17,3525.85,5230.45
19920110,61.34,129.62,132.63,2253.35,3519.4,5241.01
19920113,60.98,129.38,131.91,2244.6,3501.08,5203.52
19920114,61.36,129.75,132.15,2240.53,3491.45,5197.23
19920115,62.32,131.19,134.01,2263.86,3538.61,5268.12
19920116,62.88,132.5,135.65,2282.31,3556.18,5264.89
19920117,62.34,132.85,136.06,2272.9,3552.6,5203.72
19920120,62.65,133.04,136.53,2259.91,3558.63,5208.67
19920121,62.5,132.47,135.56,2251.29,3540.67,5166.17
19920122,61.2,130.66,133.09,2229.77,3504.82,5112.66
19920123,62.17,131.83,135.19,2254.05,3543.94,5197.37
19920124,62.52,132.28,135.86,2250.18,3521.9,5167.83
19920127,62.78,132.56,136.68,2242.78,3528.69,5176.98
19920128,62.64,132.95,136.38,2248.63,3526.84,5159.46
19920129,62.44,133.07,136.32,2250.25,3526.29,5160.21
19920130,61.94,132.45,135.56,2233.09,3489.33,5101.67
19920131,62.52,133.23,136.06,2242.25,3492.95,5134.85
19920203,62.68,133.47,136.15,2224.2,3464.43,5112.72
19920204,63.08,133.85,136.9,2223.09,3478.82,5120.38
19920205,63.64,135.11,138.63,2231.51,3516.71,5171.08
19920206,63.98,136.03,140.02,2235.21,3513.59,5183.87
19920207,64.44,136.38,140.75,2241.72,3514.62,5177.47
19920210,64.34,136.04,140.72,2230.12,3491.81,5144.55
19920211,64.27,136.49,141.3,2244.92,3510.23,5167.66
19920212,64.2,136.83,141.73,2248.89,3519.82,5157.99
19920213,65.06,138.02,143.41,2282.12,3552.63,5197.24
19920214,64.72,137.51,142.68,2258.91,3529.11,5145.94
19920218,64.71,137.36,142.27,2257.17,3526.72,5121.1
19920219,64.1,136.54,141.3,2252.84,3494.76,5037.08
19920220,63.45,135.51,139.93,2250.4,3502.61,5043.89
19920221,64.31,136.82,141.63,2275.03,3546.77,5111.84
19920224,64.2,136.57,141.35,2261.34,3525.6,5084.43
19920225,63.73,135.78,140.21,2254.94,3522.08,5093.42
19920226,63.2,134.98,139.06,2245.38,3496.25,5085.82
19920227,64.23,136.15,140.79,2268.2,3529.02,5157.85
19920228,64.56,136.46,141.32,2265.04,3517.71,5150
19920302,64.77,135.88,141.43,2264.93,3511.68,5126.35
19920303,65.1,136.21,141.82,2268.55,3516.7,5122.29
19920304,65.22,136.59,141.93,2274.6,3518.15,5119.13
19920305,64.92,136.4,141.52,2263.13,3493.74,5071.76
19920306,63.98,134.98,139.37,2243.14,3469.22,5029.02
19920309,63.53,133.97,138.52,2232.35,3451.49,5000.06
19920310,63.54,133.94,138.11,2229.82,3462.41,5008.4
19920311,64.05,134.71,139.08,2244.09,3475.37,5037.88
19920312,63.56,133.85,138.19,2224.76,3456.08,4998.65
19920313,63.32,133.68,137.59,2222.48,3457.12,4993.49
19920316,63.6,134.05,138.08,2237.8,3474.26,5015.28
19920317,63.42,133.74,137.74,2233.17,3479.92,5021.93
19920318,63.86,134.42,138.63,2246.84,3501.37,5066.01
19920319,64.25,135.08,139.43,2252.98,3504.36,5051.5
19920320,64.4,135.41,139.76,2264.13,3511.23,5056.37
19920323,64.37,135.5,139.78,2267.35,3515.62,5071.22
19920324,64.06,135.45,139.23,2257.88,3503.37,5062.05
19920325,63.63,134.87,138.99,2250.71,3492.09,5054.35
19920326,63.86,134.83,138.86,2244.58,3478.43,5050.71
19920327,63.61,134.38,138.53,2245.06,3472.21,5052.01
19920330,62.78,133.19,136.72,2218.31,3431.03,5006.22
19920331,62.36,132.92,135.82,2217.97,3427.86,4995.92
19920401,62.54,133.48,136.41,2228.48,3433.58,5000.32
19920402,62.1,132.81,136.06,2226.58,3435.96,5012.19
19920403,61.25,132,134.99,2208.2,3408.57,4954.12
19920406,60.83,131.41,134.46,2200.18,3407.31,4971.85
19920407,61.43,131.77,134.94,2217.44,3441.1,5019.37
19920408,59.97,129.93,132.18,2181.33,3390.59,4914.37
19920409,58.94,128.01,130.08,2152.11,3358.42,4872.59
19920410,60.22,129.71,132.38,2178.38,3410.85,4954.02
19920413,60.62,130.41,132.85,2188.75,3432.49,4997.21
19920414,60.54,130.45,133.58,2194.16,3451.85,5023.98
19920415,61.05,131.57,135.04,2225.75,3498.23,5101.58
19920416,61.04,132.51,136.06,2248.49,3539.08,5135.76
19920420,60.46,132.08,134.88,2252.47,3542.48,5110.43
19920421,59.12,130.27,132.6,2223.04,3508.25,5016.49
19920422,59.11,130.17,132.24,2218.38,3501.86,5017.41
19920423,59.25,130.31,131.96,2215.6,3501.65,5017.46
19920424,59.22,130.21,131.75,2223,3519.4,5025.71
19920427,59.07,130.26,131.69,2218.25,3497.3,4997.66
19920428,58.58,129.35,130.6,2211.54,3486.44,4998.5
19920429,58.08,128.53,129.27,2211.6,3490.89,4999.73
19920430,58.78,129.63,130.98,2232.73,3516.11,5038.44
19920501,59.65,131.09,132.61,2249.84,3550.64,5074.32
19920504,59.9,130.88,132.69,2240.12,3529.78,5053.2
19920505,60.3,131.67,133.68,2259.36,3563.98,5109.25
19920506,60.66,131.81,134.1,2259.69,3574.1,5109.3
19920507,61,132.53,134.34,2264.74,3573.35,5106.79
19920508,60.83,132.63,133.98,2253.56,3562.3,5099.88
19920511,60.82,132.35,133.66,2259.44,3561.86,5098.41
19920512,61.36,132.68,134.31,2267.75,3577.36,5129.77
19920513,61.09,132.46,133.72,2260.05,3565.26,5097.96
19920514,61.11,132.37,133.26,2258.63,3565.99,5096.89
19920515,60.47,131.39,131.85,2239.75,3541.34,5054.26
19920518,60.47,130.95,131.27,2228.87,3518.79,5023.28
19920519,60.69,130.95,131.22,2240.02,3534.14,5054.41
19920520,60.81,131.11,131.11,2253.01,3564.2,5100.04
19920521,60.92,131.38,131.18,2246.93,3559.91,5097.87
19920522,61.07,131.11,130.79,2237.07,3538.15,5059.52
19920526,61.34,131.52,130.98,2237.07,3555.04,5067.44
19920527,60.84,130.75,130.22,2230.48,3540.86,5017.83
19920528,60.96,130.85,130.52,2237.91,3543.09,5036.11
19920529,61.16,131.13,130.73,2243.15,3565.38,5105.45
19920601,61.63,131.82,131.84,2244.52,3556.38,5102.76
19920602,61.83,132.06,132.48,2246.56,3574.44,5127.61
19920603,61.96,132.52,133.08,2241.99,3558.12,5069.87
19920604,62.14,132.52,133.27,2245.27,3571.66,5068.78
19920605,62.16,132.42,133.43,2238.45,3564.06,5041.98
19920608,62.28,132.33,133.12,2238.02,3567.11,5039.08
19920609,62.09,131.79,132.88,2239.22,3564.41,5028.85
19920610,61.36,130.83,131.14,2226.53,3539.52,4979.84
19920611,60.97,129.98,130.15,2212.99,3520.56,4938.82
19920612,60.72,129.53,128.7,2216.92,3531.26,4959.38
19920615,60.87,129.86,129.24,2215.85,3533.64,4980.36
19920616,60.74,129.43,129,2217.14,3536.21,4981.14
19920617,60.37,128.91,128.33,2215.81,3529.74,4943.06
19920618,59.02,126.95,125.82,2180.37,3479.12,4883.44
19920619,58.62,125.88,124.39,2167.33,3469.95,4868.64
19920622,58.99,126.36,125.05,2176.11,3494.22,4903.9
19920623,58.36,125.15,123.84,2165.92,3488.85,4902.97
19920624,58.58,125.52,124.11,2167.54,3498.93,4915.69
19920625,58.39,125.22,123.92,2168.1,3506.64,4894.67
19920626,58.3,124.93,123.63,2158.92,3503.41,4898.71
19920629,58.21,124.88,123.6,2156.35,3502.44,4903.9
19920630,58.95,125.96,125.29,2182.76,3550.45,4969.94
19920701,59.5,119.49,117.8,2280.66,3511.29,4583.38
19920702,59.94,120.26,118.46,2290.64,3541.62,4648
19920706,59.56,119.45,117.7,2265.19,3529.07,4648.77
19920707,59.44,118.97,117.16,2264.67,3540.98,4677.68
19920708,59.04,118.3,116.2,2243.37,3509.36,4620.77
19920709,58.76,117.97,115.91,2244.76,3519.89,4631.28
19920710,59.4,119.11,117.25,2273.02,3550.05,4675.86
19920713,59.95,119.91,117.94,2275.36,3555.37,4683.45
19920714,60.25,120.89,118.71,2288.44,3559.63,4687.45
19920715,60.67,121.64,119.51,2307.74,3592.37,4706.06
19920716,60.92,121.75,119.8,2302.74,3586.84,4699.85
19920717,60.82,121.78,120.09,2307.7,3596.6,4697.3
19920720,60.61,121.1,119.38,2288.92,3569.87,4683.3
19920721,60.07,120.4,118.47,2277.13,3552.92,4664.17
19920722,60.24,120.92,119.11,2281.09,3556.03,4672.49
19920723,59.73,120.36,118.97,2258.56,3537.72,4637.02
19920724,60.06,120.49,119.32,2265.03,3551.94,4645.3
19920727,60.06,120.77,119.18,2266.56,3553.06,4640.69
19920728,60.01,120.83,119.53,2265.54,3548.07,4647.97
19920729,60.6,121.89,120.54,2304.45,3588.67,4713.3
19920730,61.03,122.61,121.9,2327.41,3635.11,4759.27
19920731,61.39,123.23,122.43,2340.12,3657.64,4767.89
19920803,61.76,123.72,122.88,2341.18,3658.08,4777.47
19920804,62.03,124.18,123.35,2342.06,3662.58,4793.45
19920805,62.11,124.29,123.39,2327.97,3661.58,4786.41
19920806,61.76,123.81,123.02,2307.45,3638.23,4767.82
19920807,61.55,123.15,122.55,2283.47,3621.79,4759.89
19920810,61.58,123.03,122.57,2278.63,3602.9,4752.01
19920811,61.43,122.58,122.24,2277.95,3605.18,4752.83
19920812,61.2,122.5,122.26,2276.75,3603.77,4744.72
19920813,61.01,122.38,122.16,2263.58,3593.74,4730.23
19920814,60.99,122.26,122.05,2256.71,3595.35,4737.89
19920817,61.13,122.73,122.52,2269.67,3605.9,4767.35
19920818,61.1,122.98,123.05,2273.48,3609.69,4780.03
19920819,61.02,122.75,123,2272.35,3614.9,4786.28
19920820,60.67,122.2,122.48,2255.56,3600.33,4745.86
19920821,60.33,122.03,122.18,2248.78,3597.31,4750.59
19920824,59.78,121.5,121.67,2230.57,3572.9,4711.38
19920825,58.85,120.2,119.94,2192.98,3535.72,4660.84
19920826,58.6,119.78,119.66,2190.19,3537.72,4667.91
19920827,58.86,120.11,120.13,2202.03,3545.49,4699.27
19920828,59.18,120.72,121.01,2207.33,3552.14,4707.31
19920831,59.23,121.04,121.17,2212.7,3569.38,4711.87
19920901,59.06,121.05,121.18,2218.17,3565.88,4698.84
19920902,59.16,121.25,121.62,2221.05,3575.98,4729.51
19920903,59.6,122.04,122.81,2236.06,3592.1,4753.07
19920904,60.06,122.54,123.69,2240.81,3578.82,4767.77
19920908,59.79,122.45,123.61,2231.85,3571,4758.85
19920909,59.41,121.96,122.99,2212.14,3553.68,4730.29
19920910,59.57,122.33,122.95,2222.81,3574.28,4760.93
19920911,59.93,123.39,124.1,2247.36,3598.98,4802.1
19920914,60.07,123.82,124.6,2245.87,3598.32,4802.25
19920915,60.43,125.09,126.33,2288.41,3643.16,4870.39
19920916,59.92,124.24,125.5,2255.1,3605.02,4812.17
19920917,59.76,123.99,125.22,2247.22,3601,4813.55
19920918,59.73,123.97,125.42,2245.58,3601.53,4815.05
19920921,59.98,124.35,125.75,2265.44,3622,4839.01
19920922,59.77,124.31,125.82,2267.98,3619.84,4828.87
19920923,59.5,123.69,125.11,2236.3,3592.62,4768.76
19920924,59.49,123.38,124.79,2222.48,3589.82,4776.23
19920925,59.77,123.97,125.4,2244.16,3602.26,4784.01
19920928,59.15,122.67,123.68,2217.01,3578.31,4726.29
19920929,58.93,122.52,123.44,2221.68,3598.45,4739.15
19920930,58.92,122.62,123.76,2233.21,3594.92,4747.67
19921001,59.37,123.88,124.78,2241.77,3604.41,4764.08
19921002,58.9,123.04,123.82,2227.03,3590.71,4748.02
19921005,58.36,122.08,122.46,2192.42,3550.16,4683.27
19921006,57.29,119.89,120.51,2177.85,3516.39,4653.24
19921007,57.5,120.73,121.6,2181.93,3524.06,4652.92
19921008,57.45,120.75,121.87,2164.05,3505.27,4622.87
19921009,57.92,121.44,122.86,2179.09,3522.56,4673.62
19921012,57.5,120.83,122.39,2146.08,3482.25,4625.6
19921013,57.78,121.48,122.99,2175,3513.61,4673.42
19921014,58.06,121.86,123.8,2188.15,3525.59,4699.73
19921015,58.19,122.08,124.05,2185.59,3521.57,4715.49
19921016,58.39,122.39,124.18,2184.9,3515.7,4727.93
19921019,58.72,122.89,124.83,2190.08,3535.66,4748.82
19921020,59.47,124.27,126.07,2208.15,3556.62,4800.41
19921021,59.79,124.84,126.83,2226.05,3562.51,4797.63
19921022,59.96,125.3,127.46,2234.99,3561.85,4804.08
19921023,59.85,124.94,127.87,2244.69,3548.86,4795.7
19921026,60.1,125.28,128.26,2247.48,3553.42,4774.87
19921027,60.37,125.7,128.2,2267.28,3573.05,4827.32
19921028,60.43,125.71,128.16,2257.64,3577.78,4829.37
19921029,60.78,126.47,128.96,2265.65,3592.76,4854.28
19921030,61.14,126.63,129.66,2272.3,3610.41,4870.95
19921102,61.39,127.06,129.69,2263.75,3589.78,4857.3
19921103,61.77,127.61,130.19,2282.85,3612.34,4902.72
19921104,61.82,127.66,130.19,2282.26,3588.34,4871.66
19921105,61.83,127.44,130.18,2274.51,3568.42,4843.63
19921106,62.44,128.32,130.71,2284.28,3571.54,4868.65
19921109,62.83,128.74,131.29,2284.65,3563.88,4869.74
19921110,63.67,129.47,132.49,2297.52,3570.09,4884.11
19921111,64.08,130.6,133.29,2295.98,3568.97,4895.07
19921112,65.03,132.06,134.56,2303.81,3581.88,4956.15
19921113,65.02,131.92,134.72,2312.91,3580.96,4962.13
19921116,65.36,132.32,135.05,2309.62,3582.81,4958.18
19921117,65.27,132.1,135.06,2303.44,3566.01,4942.51
19921118,64.86,131.57,134.16,2294.36,3553.7,4923.15
19921119,65.31,132.57,135.72,2308.4,3582.71,4965.77
19921120,65.48,133.24,136.49,2309.03,3586.31,4981.31
19921123,65.86,134.01,137.33,2322.83,3614,5013.92
19921124,65.86,133.9,137.5,2318.63,3600.52,4998.89
19921125,66.14,134.58,138.47,2333.4,3619.43,5026.38
19921127,66.53,135.38,139.12,2352.03,3636.6,5040.53
19921130,66.72,135.6,139.74,2364.52,3646.71,5048.21
19921201,67.11,136.38,140.52,2378.93,3661.36,5056.36
19921202,67.22,136.47,140.51,2376.8,3651.28,5058.07
19921203,67.58,136.58,140.39,2379.95,3640.15,5043.86
19921204,67.85,137.09,140.6,2380.9,3638.18,5048.2
19921207,68.38,137.83,141.01,2396.12,3655.13,5073.45
19921208,68.78,138.84,141.72,2424.06,3672.9,5109.59
19921209,68.83,139.09,142.45,2434.18,3684.68,5127.54
19921210,68.58,138.37,141.93,2422.06,3675.17,5114.23
19921211,68.11,137.59,140.89,2418.16,3675.27,5091.48
19921214,67.98,137.25,141.15,2413.3,3671.51,5080.87
19921215,67.87,137.3,140.55,2410.69,3666.02,5072.37
19921216,67.25,136.85,139.97,2403.9,3662.13,5066.83
19921217,66.81,136.12,139.13,2404.97,3642.69,5053.41
19921218,67.27,137.01,140.35,2411.33,3675.74,5105.46
19921221,67.81,137.7,141.22,2441.23,3710.14,5173.62
19921222,67.5,137.72,141.13,2437.3,3696.4,5181.33
19921223,67.4,137.59,141.11,2440.99,3693.92,5176.68
19921224,67.34,138.18,141.53,2440.85,3695.03,5157.81
19921228,67.71,138.6,142.13,2447.48,3696.09,5165.21
19921229,67.57,138.18,142.03,2451.84,3695.7,5160.17
19921230,67.74,138.79,142.95,2459.37,3686.57,5153.59
19921231,68.2,139.73,143.83,2469.17,3695.73,5155.47
19930104,69.2,141.23,145.31,2466.72,3688,5125.95
19930105,69.04,140.56,144.31,2470.6,3686.2,5100.39
19930106,69.03,140.85,144.7,2469.86,3680.03,5082.81
19930107,69.54,141.84,145.57,2485.57,3689.6,5074.1
19930108,69.39,141.57,145.37,2470.16,3659.09,5028.13
19930111,69.23,140.89,144.48,2464.07,3635.24,5016.06
19930112,69.67,141.61,144.99,2480.02,3645.15,5038.26
19930113,69.46,141.44,144.35,2474.2,3643.23,5046.21
19930114,69.75,141.99,145.27,2478.99,3657.72,5077.43
19930115,70.4,143.15,147.24,2495.59,3672.79,5132.82
19930118,70.84,144.02,147.93,2517.24,3680.34,5146.77
19930119,70.55,144.48,148.52,2535.98,3673.35,5143.54
19930120,70.45,145.04,148.8,2546.78,3662.05,5118.66
19930121,70.74,145.21,149.07,2535.27,3647.85,5104.61
19930122,71,145.88,149.2,2553.99,3656.38,5132.5
19930125,71.46,146.44,150.08,2570.21,3661.42,5142.17
19930126,72.2,147.57,150.96,2591.16,3707.65,5160.69
19930127,72.22,148.15,151.96,2586.49,3718.51,5150.32
19930128,71.34,147.11,150.27,2573.16,3704.79,5126.23
19930129,71.3,146.46,149.68,2566.98,3718.22,5121.51
19930201,71.48,146.91,150.47,2569.58,3723.55,5123.51
19930202,71.66,147.47,151.18,2595.86,3761.23,5165.03
19930203,71.8,147.89,151.76,2604.47,3767.69,5164.96
19930204,72.36,149.37,153.52,2634.56,3803.5,5210.75
19930205,72.5,149.77,154.51,2665.98,3837.3,5218.68
19930208,71.9,148.98,153,2661.12,3836.9,5196.92
19930209,71.79,148.36,152.88,2662.77,3832.68,5176.48
19930210,71.13,147.25,151.74,2636.73,3810.55,5145.57
19930211,71.22,147.27,151.46,2645.18,3811.98,5163.33
19930212,71.68,147.99,152.27,2667.27,3827.39,5169.6
19930216,71.36,147.2,151.61,2651.82,3804.2,5134.08
19930217,68.79,142.85,145.75,2567.86,3728.68,4990.68
19930218,68.08,141.41,143.74,2563.86,3724.2,4969.17
19930219,68.2,142.03,144.85,2547.82,3717.52,4957.81
19930222,68.66,142.8,145.41,2566.73,3748.13,4961.89
19930223,67.44,141.5,143.63,2566.37,3766.33,4947.27
19930224,67.32,140.99,142.58,2541.29,3755.72,4964.29
19930225,67.96,142.17,144.28,2584.54,3785.72,5056.66
19930226,68.34,142.9,145.41,2591.63,3802.94,5074.97
19930301,68.84,143.81,146.68,2590.7,3811.6,5089.11
19930302,68.89,143.86,146.74,2589.2,3812.87,5079.37
19930303,69.28,144.89,148.12,2616.89,3855.9,5147.53
19930304,69.65,145.82,149.4,2633.88,3867.99,5170.79
19930305,69.73,145.89,149.39,2624.11,3864.68,5134.44
19930308,69.97,146.3,149.9,2630.86,3849.39,5121.29
19930309,70.48,147.07,151.3,2671.45,3906.2,5214.46
19930310,70.66,147.5,151.88,2690.37,3904.45,5210.98
19930311,70.95,148.12,152.59,2691.1,3911.37,5252.61
19930312,71.11,148.51,153.14,2672.05,3892.71,5231.32
19930315,70.77,147.83,152.65,2641.17,3857.68,5199.54
19930316,70.95,148.47,153.33,2655.21,3867.84,5215.47
19930317,70.86,148.49,153.15,2652.77,3878.99,5202.96
19930318,70.46,147.82,151.97,2643.2,3858.9,5152.55
19930319,70.52,148.29,151.92,2682.67,3885.99,5183.96
19930322,70.17,147.66,151.21,2686.34,3874.63,5147.02
19930323,69.5,146.55,149.6,2681.48,3865.46,5124.17
19930324,69.35,146.22,149.5,2683.78,3867.32,5118.2
19930325,69.05,146.09,149.22,2669.96,3869.93,5108.48
19930326,69.61,146.98,149.91,2683.62,3893.97,5144.78
19930329,69.74,146.67,150.46,2677.6,3883.55,5111.09
19930330,69.84,146.88,150.73,2684.44,3902.27,5139.13
19930331,69.87,147.31,151.06,2690.29,3909.15,5176.52
19930401,70.38,148.19,152.22,2692.01,3911.37,5180.89
19930402,70.17,147.87,151.86,2681.44,3895.5,5160.95
19930405,68.89,145.53,149.22,2622.72,3845.14,5028.83
19930406,68.74,145.13,148.4,2642.25,3863.75,5022.56
19930407,68.19,144.31,147.19,2654.86,3856.78,4989.05
19930408,68.37,144.89,147.61,2678.13,3868.25,5000.26
19930412,68.26,144.7,147.33,2679.94,3861.01,4984.62
19930413,68.49,145.43,147.98,2706.31,3906.3,5065.77
19930414,68.71,146.1,148.94,2722.69,3918.6,5076.39
19930415,68.73,146.23,148.78,2732.73,3917.43,5066.69
19930416,68.52,145.85,148.25,2723.86,3918.83,5056.41
19930419,68.5,145.43,148.04,2742.12,3941.09,5033.11
19930420,68.32,144.44,147.51,2729.38,3922.68,5019.16
19930421,68.07,143.82,146.87,2707.85,3901.32,5000
19930422,68.46,144.38,147.18,2710.86,3883.14,4993.44
19930423,68.74,144.56,147.42,2696.53,3856.78,4938.23
19930426,68.64,143.74,147.01,2698.34,3830.72,4903.51
19930427,67.87,142,144.49,2661.7,3800.5,4857.75
19930428,67.88,142.15,144.72,2684.61,3821.61,4924.82
19930429,68.1,142.7,145.38,2707.44,3834.37,4912.06
19930430,68.34,143,145.95,2709.71,3845.9,4919.88
19930503,68.9,143.57,146.73,2718.35,3858.71,4935.19
19930504,69.23,144.18,147.6,2740.64,3871.28,4968.56
19930505,70.03,145.87,149.63,2748.18,3887.9,4995.46
19930506,70.75,146.81,150.86,2752.7,3893.64,5012.17
19930507,70.83,146.92,150.98,2742.33,3882.96,4992.05
19930510,70.87,146.87,150.7,2729.31,3870.74,4989.84
19930511,71.05,146.86,150.87,2735.19,3867.03,5005.78
19930512,71.2,147.36,151.18,2751.4,3877.45,5024.89
19930513,71.2,147.5,150.99,2763.24,3884.06,5014.41
19930514,70.9,146.72,149.98,2739.77,3843.33,4943.73
19930517,71.11,147.05,149.69,2721.34,3835.22,4955.85
19930518,71.05,146.93,149.92,2726.91,3835.28,4969.4
19930519,71.28,147.03,150.08,2715.32,3839.29,4976.84
19930520,71.71,147.96,151.23,2746.61,3887.86,5071.45
19930521,72.08,148.58,152.32,2768.16,3906.86,5114.73
19930524,72.13,148.43,152.08,2748.63,3879.53,5058.28
19930525,72.21,148.24,152.52,2765.48,3890.57,5072.43
19930526,72.32,148.68,153,2775.39,3898.32,5084.29
19930527,72.83,149.75,154.47,2804.18,3936.55,5137.37
19930528,73.06,150,154.76,2811.03,3945.2,5105.23
19930601,73.06,149.31,153.88,2797.18,3927.74,5085.33
19930602,73.4,150.16,154.17,2835.7,3957.86,5122.52
19930603,73.76,150.5,154.31,2841.36,3963.24,5115.25
19930604,73.96,150.72,154.35,2854.07,3955.13,5091.53
19930607,74.24,150.2,153.25,2842.5,3941.81,5048.86
19930608,74,149.28,151.79,2828.81,3924.97,5004.94
19930609,73.24,147.98,150.5,2793.24,3904.64,4970.57
19930610,73.32,148.16,150.85,2792.39,3927.22,4974.78
19930611,73.2,147.49,150.37,2784.16,3909.44,4983.34
19930614,73.31,147.69,151.02,2783.04,3899.83,5030.6
19930615,73.48,147.68,150.88,2775,3902.22,5044.42
19930616,73.8,148.03,151.33,2774.69,3890.22,5030.15
19930617,73.59,147.92,151.42,2776.16,3904.79,5035.82
19930618,73.79,148.33,151.01,2785.85,3911.3,5049.87
19930621,73.58,147.62,150.49,2778.98,3875.78,4986.41
19930622,73.49,147.22,150.1,2794.2,3891.06,5010.02
19930623,73.24,147.05,150.02,2793.83,3891.68,5000.02
19930624,73.18,146.67,149.46,2776.9,3860.55,4990.15
19930625,73.32,146.82,150.28,2790.38,3880.73,5032.95
19930628,73.52,147.87,151.51,2799.92,3890.17,5050.92
19930629,73.9,149.18,153.3,2838.75,3935.35,5098.87
19930630,73.97,149.43,153.82,2839.3,3913.39,5093.74
19930701,76.29,144.44,154.07,2919.13,3810.85,5130.45
19930702,76.64,144.7,154.08,2920.36,3806.99,5103.28
19930706,76.76,144.9,154.23,2906.23,3784.13,5071.49
19930707,76.38,144.78,153.56,2890.02,3749.55,5024.43
19930708,76.2,144.14,152.99,2902.14,3752.92,5037.41
19930709,76.61,144.71,153.52,2923.29,3793.57,5102.11
19930712,76.98,145.12,154.06,2927.18,3791.02,5104.71
19930713,77.07,145.83,154.16,2928.61,3797.65,5112.95
19930714,77.19,146.48,154.38,2935.76,3797.99,5100.1
19930715,77.73,147.21,155.71,2957.02,3815.45,5114.68
19930716,77.7,147.07,155.59,2951.91,3802.97,5106.94
19930719,77.26,146.66,154.69,2942.11,3788.44,5048.22
19930720,76.74,145.98,154.06,2942.62,3794.1,5037.01
19930721,76.72,145.92,154.28,2958.17,3795.41,5060.16
19930722,76.63,146.01,153.89,2952.28,3800.82,5048.15
19930723,76.18,145.33,153.27,2943.3,3784.2,5008.18
19930726,76.36,145.56,154.01,2965.17,3808.75,5025.32
19930727,76.55,146.29,155.12,2983.12,3833.3,5048.91
19930728,76.25,146.16,154.83,2965.24,3826.96,5037.55
19930729,76.48,146.55,155.1,2955.28,3829.76,5026.95
19930730,76.58,146.82,155.24,2980.99,3850.81,5056.56
19930802,76.79,146.6,155.08,2976.96,3840,5025.33
19930803,76.94,147.13,155.64,2991.87,3856.63,5042.9
19930804,77.15,147.16,156,2999.89,3848.33,5038.34
19930805,77.26,147.42,156.48,3013.07,3837.73,5037.96
19930806,77.22,147.32,156.11,3009.92,3829.97,5041.33
19930809,77.53,147.68,156.29,3019.97,3837.56,5043.06
19930810,77.59,147.91,156.39,3033.99,3858.23,5061.9
19930811,77.69,148.16,156.82,3043.42,3856.41,5036.15
19930812,77.75,148.42,156.49,3043.73,3866.63,5040.58
19930813,77.62,148.19,156.41,3040.6,3859.09,5017.27
19930816,77.78,148.19,156.47,3049.6,3868.44,5021.27
19930817,77.92,148.65,156.64,3078.87,3892.32,5037.24
19930818,78.05,149.35,157.61,3088.51,3888.41,5067.88
19930819,78.52,150.22,158.5,3092.36,3903.73,5111.17
19930820,78.56,150.39,158.09,3095.97,3900.82,5114.57
19930823,78.78,150.55,158.71,3095.41,3910.9,5102.37
19930824,78.8,150.42,158.65,3096.81,3900.83,5094.2
19930825,79.41,151.21,159.61,3121.71,3932.54,5147.18
19930826,79.54,151.38,159.46,3129.55,3943.04,5134.48
19930827,79.44,150.98,159.45,3128.17,3952.1,5134.92
19930830,79.64,151.09,159.79,3125.48,3935.76,5140.98
19930831,79.96,151.48,160.13,3136.52,3945.69,5155.63
19930901,80.58,152.23,160.91,3144.45,3962.41,5177.67
19930902,80.8,152.63,161.55,3145.97,3963.91,5174.69
19930903,81.18,153.13,161.95,3138.77,3952.17,5158.85
19930907,81.45,153.57,162.06,3139.44,3956.14,5157.49
19930908,80.4,152.44,160.57,3123.11,3928.78,5117.71
19930909,79.28,150.29,158.68,3096.91,3906.16,5095.5
19930910,79.87,151.13,159.79,3113.15,3902.19,5124.12
19930913,80.75,152.16,161.3,3135.4,3942.14,5167.68
19930914,80.56,152.22,161.4,3139.83,3947.65,5160.95
19930915,79.82,150.92,160.3,3120.41,3930.85,5131.95
19930916,80.12,151.14,161.08,3123.75,3944.82,5152.87
19930917,80.35,151.45,161.32,3117.09,3932.3,5134.64
19930920,80.54,151.61,161.46,3115.54,3925.2,5130.37
19930921,80.54,151.65,161.17,3100.83,3897.73,5095.34
19930922,79.64,150.34,159.69,3076.61,3881.2,5067.54
19930923,80.48,151.94,161.49,3104.14,3905.81,5113.11
19930924,81.11,152.92,162.51,3113.59,3910.67,5150.7
19930927,81.46,153.18,163.02,3112.52,3911.64,5152.2
19930928,81.94,154.09,163.97,3137.51,3945.15,5194.94
19930929,82.22,154.56,164.67,3145.15,3947.3,5195.14
19930930,82.41,155.01,165.21,3131.8,3952.91,5166.76
19931001,83.16,155.62,166.36,3120.66,3945.31,5156.76
19931004,83.27,155.47,166.55,3133.89,3981.5,5181.08
19931005,83.46,155.75,167,3137.7,3974.93,5186.53
19931006,83.33,155.36,166.81,3132.35,3969.57,5190.92
19931007,83.75,155.88,167.67,3135.65,3960.93,5185.39
