,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
20161028,-0.96,-0.27,-0.07,-0.15,0.09,-0.02
20161031,-0.6,0.23,0.1,-0.2,0.62,0.22
20161101,-0.88,-1.01,-1.43,-0.3,-0.96,-0.84
20161102,-1.58,-1.01,-0.5,-1.44,-0.96,-0.59
20161103,-1.83,-0.21,-0.79,-0.18,-0.15,-0.49
20161104,0.55,0.22,0.78,0.24,0.06,-0.03
20161107,2.01,1.89,2,2.57,2.3,2.04
20161108,0.28,0.11,0.24,0.06,0.31,0.36
20161109,3.22,3.11,3.04,2.94,1.36,1.48
20161110,1.68,2.38,2.08,0.43,0.73,0.8
20161111,2.45,2.8,2.44,0.31,0.46,0.55
20161114,0.71,1.24,1.38,1.22,0.97,1.11
20161115,0.36,0.24,0.2,1.23,1.01,0.42
20161116,0.4,0.28,0.47,-0.59,-0.21,-0.13
20161117,0.59,0.49,1.05,0.6,0.64,0.67
20161118,0.47,0.58,0.41,-0.05,-0.04,-0.29
20161121,0.54,0.43,0.61,1.19,0.72,0.78
20161122,0.33,1.16,1.19,-0.29,0.31,0.6
20161123,0.48,0.6,0.62,0.57,0.34,0.36
20161125,0.74,0.49,0.51,0.16,0.5,0.3
20161128,-1.28,-0.89,-1.17,-1.43,-0.56,-0.8
20161129,-0.59,0.02,-0.05,-0.44,0.12,0.11
20161130,-0.38,-0.3,-0.61,1.54,-0.38,-0.66
20161201,-1.17,0.27,-0.36,-0.96,-0.3,-0.26
20161202,0.2,-0.06,-0.02,0.12,0.14,-0.01
20161205,1.46,1.87,1.49,1.44,0.86,0.92
20161206,1.05,1.1,0.99,0.92,0.61,0.58
20161207,0.19,0.89,1.48,0.61,1.21,1.47
20161208,1.6,1.65,1.65,0.82,0.93,0.57
20161209,0.71,0.72,0.19,-0.03,0.08,0.23
20161212,-1.22,-0.94,-1.15,-0.86,-0.59,-0.72
20161213,-0.08,0.01,-0.14,0.46,0.38,0.31
20161214,-1.41,-0.92,-0.96,-1.32,-1.1,-0.98
20161215,0.48,0.85,0.97,0.3,0.58,0.44
20161216,0.33,-0.16,-0.09,-0.25,-0.3,-0.26
20161219,0.31,0.52,0.58,0.07,0.28,0.28
20161220,0.57,1.08,0.91,0.41,0.4,0.46
20161221,-0.6,-0.37,-0.08,-0.44,-0.27,-0.17
20161222,-0.66,-0.79,-1.15,-0.67,-0.33,-0.78
20161223,1.17,0.54,0.49,0.5,0.28,0.2
20161227,0.2,0.58,0.44,0.39,0.36,0.37
20161228,-1.26,-0.74,-1.25,-1.2,-1.1,-0.9
20161229,-0.37,0.02,-0.04,-0.32,0.19,0.13
20161230,-0.2,-0.28,-0.38,-0.65,-0.46,-0.48
20170103,1.03,0.58,1.16,1.05,0.66,0.77
20170104,1.94,1.14,1.44,1.81,1.22,1.27
20170105,-0.03,-1.29,-1.3,-0.18,-0.44,-0.67
20170106,-0.14,-0.48,-0.57,0.37,0.25,0.02
20170109,-0.2,-0.93,-0.81,-0.56,-0.62,-0.41
20170110,1.31,1.04,0.84,0.35,0.48,0.54
20170111,0.13,0.38,0.18,0.32,0.47,0.26
20170112,-0.5,-1.21,-1.03,-0.49,-0.46,-0.12
20170113,0.84,0.85,0.84,0.71,0.46,0.31
20170117,-1.19,-1.46,-1.08,-0.94,-0.79,-0.34
20170118,0.06,0.4,0.14,0.53,0.41,0.25
20170119,-0.88,-0.86,-1.04,-0.44,-0.55,-0.57
20170120,0.33,0.59,0.38,0.33,0.35,0.38
20170123,-0.81,-0.41,-0.28,-0.58,-0.41,-0.19
20170124,1.22,1.73,1.43,1.39,1.26,1.14
20170125,1.11,1.1,0.93,0.99,0.86,0.77
20170126,-0.42,-0.56,-0.78,-0.01,-0.32,-0.32
20170127,0.23,-0.26,-0.42,-0.4,-0.14,-0.34
20170130,-1.57,-1.36,-1.03,-1.2,-0.64,-0.58
20170131,0.66,0.38,0.33,0.65,0.3,0.1
20170201,-0.03,-0.08,0.09,-0.03,-0.2,-0.21
20170202,0.01,-0.35,-0.37,0.13,-0.01,-0.06
20170203,1.25,1.17,1.27,1.57,1.03,0.72
20170206,-0.38,-0.79,-0.61,-0.46,-0.45,-0.3
20170207,-0.09,-0.4,-0.49,-0.62,-0.08,0
20170208,-0.44,-0.51,-0.19,-0.18,0.14,0.31
20170209,1.27,1.29,1.32,1.32,0.82,0.99
20170210,0.73,0.9,0.87,0.52,0.62,0.44
20170213,0.33,0.25,0.17,0.33,0.35,0.26
20170214,0.62,0.23,0.08,0.78,0.25,0.37
20170215,0.51,0.57,0.48,0.54,0.43,0.57
20170216,-0.47,-0.17,-0.61,-0.65,-0.22,-0.24
20170217,0.47,0.15,0.26,0.17,0.15,0.18
20170221,0.15,0.58,0.79,0.55,0.77,0.67
20170222,-0.83,-0.25,-0.41,-0.81,-0.2,-0.21
20170223,-0.74,-0.43,-0.9,-0.39,-0.34,-0.47
20170224,-0.07,0.01,-0.05,-0.32,0.2,0.51
20170227,1.69,0.69,0.88,0.82,0.33,0.41
20170228,-1.63,-1.73,-1.53,-0.6,-0.64,-0.85
20170301,1.39,1.67,1.68,1.85,1.47,1.32
20170302,-0.8,-1.06,-0.91,-1.34,-0.83,-0.63
20170303,-0.26,-0.3,-0.08,0.2,0.08,0.09
20170306,-0.83,-0.9,-1.17,-0.42,-0.51,-0.62
20170307,-0.53,-0.45,-0.73,-0.63,-0.5,-0.56
20170308,-0.15,-0.51,-0.35,-0.64,-0.4,0.16
20170309,0.06,-0.49,-0.87,0.26,-0.13,-0.25
20170310,0.15,0.18,0.47,0.29,0.48,0.54
20170313,1.01,0.21,0.19,0.29,0.24,0.04
20170314,-1.03,-0.38,-0.58,-0.79,-0.43,-0.37
20170315,1.07,0.99,1.31,1.31,1.17,1.07
20170316,0.68,0.46,0.41,-0.05,-0.11,-0.12
20170317,0.49,0.69,0.29,-0.27,0.13,0.08
20170320,-0.41,-0.75,-0.7,-0.22,-0.57,-0.36
20170321,-2.57,-2.54,-2.11,-2.39,-1.65,-1.57
20170322,-0.62,-0.57,-0.28,-0.02,0.15,0.26
20170323,0.7,0.94,0.63,-0.08,0.09,0.09
20170324,0.51,-0.05,-0.31,0.22,0.1,-0.09
20170327,1.19,0.15,0.19,0.19,-0.16,0.04
20170328,0.54,0.76,0.78,1.01,0.8,0.75
20170329,1.02,0.42,0.67,0.78,0.09,0.36
20170330,0.37,0.99,0.75,0.24,0.51,0.19
20170331,0.33,0.4,0.42,0.15,-0.03,-0.07
20170403,-1.29,-1.26,-1.61,-0.57,-0.51,-0.7
20170404,-0.65,-0.29,-0.28,0.31,-0.05,-0.35
20170405,-1.21,-1.05,-0.87,-0.97,-0.54,-0.38
20170406,0.9,0.95,1.24,0.79,0.54,0.68
20170407,-0.04,0.04,-0.09,0.04,-0.19,-0.08
20170410,0.15,-0.06,0.67,0.42,0.13,0.29
20170411,0.22,0.9,0.68,0,0.17,0.2
20170412,-0.89,-1.01,-1.26,-0.7,-0.83,-0.79
20170413,-0.53,-1.16,-1.15,-0.93,-0.86,-0.75
